x1,x2,y
-1.38578868609747,9.13146361219271,0
-2.2369033804877216,5.561178031319882,0
-2.362523796919693,5.215972897390745,0
-0.4996550076334847,4.981781329058701,0
-2.97606209785695,6.236138357296045,0
-0.20892891667402425,3.117022390247655,0
-1.3351596349014985,3.606174472966836,0
-2.8036965252957504,5.462392938277286,0
-1.6403131592781144,4.630915452543108,0
-3.359868333395659,2.2173348551047356,0
-2.4666993431001587,5.973867252262151,0
-1.0784498358386265,4.630334268276022,0
-1.1157229504707185,4.738325833478891,0
-0.7110680402352889,5.030987925934799,0
-0.7391343768273158,5.940460795688791,0
-1.1290327087942558,5.5158588241406195,0
-1.9169556036663402,3.0404833258576103,0
-0.5408593842568195,4.851253057912993,0
-1.9169138837808424,3.092744236933672,0
-2.3256339689158354,5.170050420148529,0
0.3228787595948699,6.942123992173324,0
-2.3627210503739,5.063497077116541,0
-3.5334084616515793,7.182689261750611,0
-3.298434427342129,5.2153874481389275,0
-3.7176803939461416,4.052071815786825,0
-2.9479602853565483,6.018101337226793,0
-1.2177233146140363,6.495473696534307,0
-2.064061762447267,6.955840401522003,0
-3.0556696102355705,5.574238425403261,0
-0.2752672581457509,4.71267999448588,0
-2.6478741650600592,5.2322991093746225,0
-4.978449781445125,2.1879053952553367,0
-1.6105350979199513,7.625211506192136,0
-2.62472245218167,0.5815659645874085,0
-2.390002030607966,6.0820428604925905,0
-1.5915855121760782,7.2772787410655155,0
-2.7768496158275404,4.228679904711847,0
-2.2249447518091325,6.955042439566598,0
-4.427577856288803,5.5131929502099135,0
-2.3750210383134167,4.452757089710979,0
-0.35086452741265295,3.7961297071441313,0
-2.071702288137888,7.337246026904808,0
-3.6222729430657656,4.917854945228944,0
-2.833141034040584,3.4321549899318695,0
-1.68715599074306,7.813692385649658,0
-2.5745233890794204,3.6454160402119022,0
-1.1664608832255698,5.30039954495853,0
-4.002130947381149,3.924261003213797,0
-1.779328601639914,5.216660067181471,0
-1.2756764700420247,4.645892091207205,0
-1.381234650537956,7.272971106914059,0
-4.6697517631447125,3.9480270432774254,0
-1.3091479057554514,6.899786041926774,0
-2.1224005105994705,7.485691173750878,0
-2.413126105540826,7.4734603599429,0
-1.8437591173545138,4.760477679314374,0
-2.271573910457695,2.459127058729407,0
-1.8825773894860458,5.9810655417033125,0
-2.5373475057150303,5.260372544311807,0
-1.2557374164897097,4.880155064780999,0
-1.7699221103264087,4.702509933429827,0
0.16722874238342866,5.435060917535837,0
-0.864142267451727,7.199419218808453,0
-2.1979688389072702,3.4185888993669717,0
-1.869591481794589,6.2890951671188935,0
-3.6076432832155527,3.566298277773981,0
-1.7133612750907434,5.390757957740876,0
-2.044310837510829,4.127724429177382,0
-0.42975948838069034,4.5168333069516,0
-1.0857450721023327,4.030005130350251,0
-0.8640880944206883,5.6916132302442755,0
-0.9911477503397743,3.6957703024127504,0
-0.6128708407389427,4.953873913235281,0
-3.7205038942878454,2.6597905801628037,0
-1.4045234431352975,4.084775809019858,0
-3.8775229413564887,3.6480036639332636,0
-2.568368705811452,6.017629361869408,0
-2.0385448684175644,2.5890615928125995,0
-2.6898697676656176,3.5833845364647843,0
-0.6982513448703263,4.778947508889621,0
-3.043435429971634,6.098222438658169,0
-2.499423953231722,5.367827453676611,0
-2.984704828802359,4.321262878591025,0
-1.7044494552018317,4.57564155143587,0
-1.282551421472108,5.162786080532451,0
-0.32306850285996336,4.565709090119721,0
